Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
2009-01-31 01:00:00.000 +0200,997.13,-2.43,270.95,-3.79,90.3,5.11,4.61,0.5,2.88,4.62,1280.81,1.6,2.5,36.07
2009-01-31 01:10:00.000 +0200,997.11,-2.48,270.9,-3.83,90.4,5.09,4.6,0.49,2.87,4.61,1281.04,1.93,2.88,35.27
2009-01-31 01:20:00.000 +0200,997.07,-2.52,270.87,-3.81,90.8,5.07,4.61,0.47,2.88,4.62,1281.17,2.35,3.0,31.79
2009-01-31 01:30:00.000 +0200,996.94,-2.55,270.85,-3.78,91.2,5.06,4.62,0.45,2.88,4.63,1281.13,2.22,3.0,35.88
2009-01-31 01:40:00.000 +0200,996.87,-2.5,270.91,-3.71,91.3,5.08,4.64,0.44,2.9,4.65,1280.78,1.97,2.63,34.42
2009-01-31 01:50:00.000 +0200,996.85,-2.5,270.91,-3.68,91.5,5.08,4.65,0.43,2.91,4.66,1280.75,2.17,2.63,35.47
2009-01-31 02:00:00.000 +0200,996.77,-2.47,270.94,-3.65,91.6,5.09,4.66,0.43,2.91,4.68,1280.53,1.91,2.75,36.99
2009-01-31 02:10:00.000 +0200,996.75,-2.38,271.03,-3.57,91.5,5.12,4.69,0.44,2.93,4.7,1280.06,1.06,2.13,61.72
2009-01-31 02:20:00.000 +0200,996.74,-2.37,271.05,-3.57,91.4,5.13,4.69,0.44,2.93,4.71,1279.96,1.09,2.13,55.01
2009-01-31 02:30:00.000 +0200,996.73,-2.42,271.0,-3.59,91.6,5.11,4.68,0.43,2.93,4.7,1280.2,2.01,2.75,30.87
2009-01-31 02:40:00.000 +0200,996.74,-2.5,270.92,-3.6,92.1,5.08,4.68,0.4,2.93,4.7,1280.59,2.0,2.63,32.85
2009-01-31 02:50:00.000 +0200,996.7,-2.47,270.94,-3.51,92.5,5.09,4.71,0.38,2.94,4.72,1280.42,1.7,2.5,36.43
2009-01-31 03:00:00.000 +0200,996.64,-2.43,270.99,-3.47,92.5,5.11,4.72,0.38,2.95,4.74,1280.13,1.23,1.88,41.13
2009-01-31 03:10:00.000 +0200,996.61,-2.38,271.04,-3.42,92.5,5.13,4.74,0.38,2.96,4.76,1279.83,1.26,2.13,47.36
2009-01-31 03:20:00.000 +0200,996.55,-2.37,271.06,-3.44,92.3,5.13,4.73,0.39,2.96,4.75,1279.72,1.62,3.38,56.74
2009-01-31 03:30:00.000 +0200,996.47,-2.35,271.09,-3.43,92.2,5.14,4.74,0.4,2.96,4.75,1279.5,1.57,2.75,48.68
2009-01-31 03:40:00.000 +0200,996.44,-2.34,271.09,-3.44,92.1,5.14,4.73,0.41,2.96,4.75,1279.45,2.24,3.25,46.57
2009-01-31 03:50:00.000 +0200,996.38,-2.3,271.14,-3.39,92.2,5.16,4.75,0.4,2.97,4.77,1279.17,1.87,2.88,46.49
2009-01-31 04:00:00.000 +0200,996.43,-2.34,271.1,-3.43,92.2,5.14,4.74,0.4,2.96,4.76,1279.43,1.59,2.75,58.17
2009-01-31 04:10:00.000 +0200,996.37,-2.3,271.15,-3.38,92.2,5.16,4.76,0.4,2.97,4.77,1279.13,1.84,4.0,63.87
2009-01-31 04:20:00.000 +0200,996.37,-2.32,271.13,-3.4,92.2,5.15,4.75,0.4,2.97,4.77,1279.23,1.68,3.63,74.0
2009-01-31 04:30:00.000 +0200,996.38,-2.3,271.14,-3.34,92.5,5.16,4.77,0.39,2.98,4.79,1279.14,1.66,3.25,63.17
2009-01-31 04:40:00.000 +0200,996.37,-2.3,271.15,-3.34,92.5,5.16,4.77,0.39,2.98,4.79,1279.13,1.56,2.88,74.4
2009-01-31 04:50:00.000 +0200,996.29,-2.32,271.13,-3.35,92.6,5.15,4.77,0.38,2.98,4.79,1279.13,1.55,3.25,71.7
2009-01-31 05:00:00.000 +0200,996.17,-2.29,271.17,-3.27,92.9,5.16,4.79,0.37,3.0,4.81,1278.8,1.24,2.38,55.65
2009-01-31 05:10:00.000 +0200,996.05,-2.29,271.17,-3.28,92.9,5.16,4.79,0.37,3.0,4.81,1278.69,1.73,2.75,56.75
2009-01-31 05:20:00.000 +0200,996.01,-2.28,271.19,-3.23,93.1,5.16,4.81,0.36,3.01,4.83,1278.54,1.72,3.0,47.64
2009-01-31 05:30:00.000 +0200,996.0,-2.27,271.2,-3.23,93.1,5.17,4.81,0.36,3.01,4.83,1278.5,2.17,3.63,49.88
2009-01-31 05:40:00.000 +0200,995.98,-2.3,271.18,-3.22,93.3,5.16,4.81,0.35,3.01,4.83,1278.6,1.89,3.25,49.27
2009-01-31 05:50:00.000 +0200,996.0,-2.24,271.23,-3.14,93.5,5.18,4.84,0.34,3.03,4.86,1278.37,1.98,3.25,52.5
2009-01-31 06:00:00.000 +0200,995.97,-2.23,271.24,-3.14,93.4,5.18,4.84,0.34,3.03,4.86,1278.26,1.76,3.0,48.54
2009-01-31 06:10:00.000 +0200,995.96,-2.21,271.26,-3.16,93.2,5.19,4.84,0.35,3.03,4.86,1278.16,1.5,3.0,56.36
2009-01-31 06:20:00.000 +0200,995.91,-2.23,271.25,-3.18,93.1,5.18,4.83,0.36,3.02,4.85,1278.17,1.87,3.75,55.82
2009-01-31 06:30:00.000 +0200,995.89,-2.18,271.3,-3.15,93.0,5.2,4.84,0.36,3.03,4.86,1277.91,1.47,2.5,50.1
2009-01-31 06:40:00.000 +0200,995.88,-2.15,271.33,-3.14,92.9,5.21,4.84,0.37,3.03,4.86,1277.78,1.29,2.38,53.51
2009-01-31 06:50:00.000 +0200,995.88,-2.18,271.3,-3.16,92.9,5.2,4.83,0.37,3.02,4.85,1277.89,1.68,2.88,53.84
2009-01-31 07:00:00.000 +0200,995.87,-2.24,271.24,-3.14,93.5,5.18,4.84,0.34,3.03,4.86,1278.16,1.94,4.0,60.29
2009-01-31 07:10:00.000 +0200,995.79,-2.3,271.19,-3.11,94.1,5.16,4.85,0.3,3.04,4.87,1278.34,1.87,4.38,61.76
2009-01-31 07:20:00.000 +0200,995.77,-2.24,271.25,-3.01,94.4,5.18,4.89,0.29,3.06,4.91,1278.0,1.67,3.5,65.2
2009-01-31 07:30:00.000 +0200,995.85,-2.19,271.29,-2.99,94.2,5.2,4.9,0.3,3.06,4.92,1277.88,1.73,3.13,59.97
2009-01-31 07:40:00.000 +0200,995.8,-2.13,271.36,-2.98,93.8,5.22,4.9,0.32,3.07,4.92,1277.52,1.24,2.25,63.9
2009-01-31 07:50:00.000 +0200,995.88,-2.1,271.38,-3.01,93.4,5.23,4.89,0.35,3.06,4.91,1277.49,1.93,3.75,53.79
2009-01-31 08:00:00.000 +0200,995.88,-2.05,271.43,-3.04,92.9,5.25,4.88,0.37,3.05,4.9,1277.29,2.14,3.88,52.35
2009-01-31 08:10:00.000 +0200,995.86,-2.03,271.45,-3.05,92.7,5.26,4.88,0.38,3.05,4.9,1277.15,1.97,3.5,54.13
2009-01-31 08:20:00.000 +0200,995.77,-2.01,271.48,-3.09,92.3,5.27,4.86,0.41,3.04,4.88,1276.96,1.97,3.88,57.11
2009-01-31 08:30:00.000 +0200,995.74,-1.97,271.52,-3.09,92.0,5.28,4.86,0.42,3.04,4.88,1276.73,1.37,2.5,49.95
2009-01-31 08:40:00.000 +0200,995.76,-1.96,271.53,-3.11,91.8,5.29,4.85,0.43,3.04,4.87,1276.73,1.02,2.25,67.6
2009-01-31 08:50:00.000 +0200,995.75,-1.96,271.53,-3.14,91.6,5.29,4.84,0.44,3.03,4.86,1276.72,1.77,3.13,50.08
2009-01-31 09:00:00.000 +0200,995.66,-1.91,271.59,-3.15,91.2,5.31,4.84,0.47,3.03,4.86,1276.36,1.58,2.75,46.73
2009-01-31 09:10:00.000 +0200,995.55,-1.9,271.61,-3.18,90.9,5.31,4.83,0.48,3.02,4.85,1276.15,1.71,2.5,38.44
2009-01-31 09:20:00.000 +0200,995.52,-1.83,271.68,-3.12,90.8,5.34,4.85,0.49,3.04,4.87,1275.77,0.91,2.5,100.9
2009-01-31 09:30:00.000 +0200,995.43,-1.8,271.72,-3.19,90.1,5.35,4.82,0.53,3.02,4.85,1275.53,1.79,3.75,68.9
2009-01-31 09:40:00.000 +0200,995.35,-1.79,271.73,-3.24,89.8,5.35,4.81,0.55,3.01,4.83,1275.42,1.53,3.25,65.11
2009-01-31 09:50:00.000 +0200,995.39,-1.77,271.75,-3.21,89.8,5.36,4.82,0.55,3.02,4.84,1275.34,1.3,2.88,69.41
2009-01-31 10:00:00.000 +0200,995.38,-1.76,271.76,-3.16,90.1,5.37,4.83,0.53,3.03,4.86,1275.31,1.94,3.25,43.07
2009-01-31 10:10:00.000 +0200,995.39,-1.71,271.81,-3.05,90.5,5.39,4.87,0.51,3.05,4.9,1275.06,1.63,2.63,43.59
2009-01-31 10:20:00.000 +0200,995.39,-1.68,271.84,-3.02,90.5,5.4,4.89,0.51,3.06,4.91,1274.89,1.99,3.0,36.28
2009-01-31 10:30:00.000 +0200,995.4,-1.67,271.85,-3.01,90.5,5.4,4.89,0.51,3.06,4.91,1274.88,2.18,3.25,40.83
2009-01-31 10:40:00.000 +0200,995.4,-1.62,271.89,-2.98,90.4,5.42,4.9,0.52,3.07,4.92,1274.65,2.16,3.75,49.02
2009-01-31 10:50:00.000 +0200,995.39,-1.55,271.97,-2.93,90.2,5.45,4.92,0.53,3.08,4.94,1274.27,1.83,3.88,41.01
2009-01-31 11:00:00.000 +0200,995.39,-1.54,271.98,-2.94,90.1,5.46,4.92,0.54,3.08,4.94,1274.21,2.9,3.75,29.01
2009-01-31 11:10:00.000 +0200,995.35,-1.56,271.96,-2.89,90.6,5.45,4.93,0.51,3.09,4.96,1274.27,3.39,4.38,32.32
2009-01-31 11:20:00.000 +0200,995.25,-1.55,271.98,-2.85,90.8,5.45,4.95,0.5,3.1,4.97,1274.1,3.71,5.25,33.33
2009-01-31 11:30:00.000 +0200,995.16,-1.5,272.04,-2.77,91.0,5.47,4.98,0.49,3.12,5.0,1273.7,3.77,5.13,30.58
2009-01-31 11:40:00.000 +0200,995.14,-1.52,272.02,-2.73,91.4,5.46,4.99,0.47,3.13,5.02,1273.79,3.6,4.75,31.05
2009-01-31 11:50:00.000 +0200,995.05,-1.48,272.07,-2.6,92.0,5.48,5.04,0.44,3.16,5.07,1273.44,3.14,4.13,32.38
2009-01-31 12:00:00.000 +0200,994.94,-1.47,272.08,-2.58,92.1,5.48,5.05,0.43,3.16,5.08,1273.27,3.61,4.38,29.54
2009-01-31 12:10:00.000 +0200,994.89,-1.41,272.15,-2.49,92.3,5.51,5.09,0.42,3.19,5.11,1272.88,2.92,4.0,33.3
2009-01-31 12:20:00.000 +0200,994.77,-1.27,272.3,-2.35,92.3,5.56,5.14,0.43,3.22,5.16,1272.07,2.47,3.25,37.19
2009-01-31 12:30:00.000 +0200,994.63,-1.21,272.37,-2.35,91.9,5.59,5.14,0.45,3.22,5.16,1271.62,3.3,4.5,27.91
2009-01-31 12:40:00.000 +0200,994.5,-1.19,272.4,-2.39,91.5,5.6,5.12,0.48,3.21,5.15,1271.36,2.83,3.5,33.21
2009-01-31 12:50:00.000 +0200,994.41,-1.16,272.43,-2.41,91.2,5.61,5.12,0.49,3.21,5.14,1271.11,3.09,4.13,32.5
2009-01-31 13:00:00.000 +0200,994.31,-1.1,272.51,-2.31,91.4,5.64,5.15,0.48,3.23,5.18,1270.67,2.73,4.25,37.44
2009-01-31 13:10:00.000 +0200,994.17,-0.97,272.65,-2.3,90.6,5.69,5.16,0.53,3.23,5.19,1269.88,3.13,4.38,38.7
2009-01-31 13:20:00.000 +0200,994.09,-0.93,272.69,-2.52,88.9,5.7,5.07,0.63,3.18,5.1,1269.66,2.56,4.38,51.52
2009-01-31 13:30:00.000 +0200,993.97,-0.84,272.79,-2.95,85.5,5.74,4.91,0.83,3.08,4.94,1269.14,2.02,3.5,56.8
2009-01-31 13:40:00.000 +0200,993.84,-0.81,272.83,-3.19,83.8,5.75,4.82,0.93,3.02,4.85,1268.9,2.81,4.38,51.55
2009-01-31 13:50:00.000 +0200,993.78,-0.79,272.86,-3.19,83.7,5.77,4.83,0.94,3.03,4.86,1268.7,2.59,4.88,54.35
2009-01-31 14:00:00.000 +0200,993.68,-0.87,272.79,-3.17,84.3,5.73,4.83,0.9,3.03,4.86,1268.94,2.6,4.25,54.61
2009-01-31 14:10:00.000 +0200,993.65,-1.08,272.57,-2.9,87.4,5.64,4.93,0.71,3.09,4.96,1269.85,3.25,5.0,39.74
2009-01-31 14:20:00.000 +0200,993.55,-1.32,272.35,-2.75,89.9,5.55,4.99,0.56,3.13,5.02,1270.79,4.35,5.25,31.77
2009-01-31 14:30:00.000 +0200,993.45,-1.31,272.36,-2.79,89.6,5.55,4.97,0.58,3.12,5.0,1270.65,4.36,6.13,25.6
2009-01-31 14:40:00.000 +0200,993.41,-1.23,272.44,-2.94,88.1,5.58,4.92,0.66,3.08,4.95,1270.25,4.45,7.0,30.99
2009-01-31 14:50:00.000 +0200,993.41,-1.19,272.49,-3.08,86.9,5.6,4.87,0.73,3.05,4.9,1270.07,4.47,6.63,29.52
2009-01-31 15:00:00.000 +0200,993.37,-1.19,272.49,-3.1,86.8,5.6,4.86,0.74,3.05,4.89,1270.04,5.26,7.0,33.7
2009-01-31 15:10:00.000 +0200,993.34,-1.25,272.44,-3.2,86.5,5.57,4.82,0.75,3.03,4.85,1270.27,5.02,7.38,30.95
2009-01-31 15:20:00.000 +0200,993.33,-1.21,272.47,-3.24,86.0,5.59,4.81,0.78,3.02,4.84,1270.09,5.07,6.25,28.3
2009-01-31 15:30:00.000 +0200,993.31,-1.15,272.53,-3.18,86.0,5.61,4.83,0.79,3.03,4.86,1269.79,3.91,5.0,28.38
2009-01-31 15:40:00.000 +0200,993.27,-1.22,272.46,-3.08,87.1,5.58,4.86,0.72,3.05,4.9,1270.06,4.34,6.63,32.8
2009-01-31 15:50:00.000 +0200,993.37,-1.43,272.25,-3.15,88.0,5.5,4.84,0.66,3.04,4.87,1271.16,3.93,6.38,44.3
2009-01-31 16:00:00.000 +0200,993.37,-1.59,272.09,-3.61,86.0,5.43,4.67,0.76,2.93,4.7,1272.0,3.2,6.75,46.85
2009-01-31 16:10:00.000 +0200,993.38,-1.51,272.17,-4.52,79.8,5.47,4.36,1.1,2.74,4.39,1271.75,4.1,7.13,41.94
2009-01-31 16:20:00.000 +0200,993.37,-1.43,272.25,-4.86,77.3,5.5,4.25,1.25,2.67,4.28,1271.45,4.09,5.88,41.75
2009-01-31 16:30:00.000 +0200,993.42,-1.46,272.21,-5.17,75.7,5.49,4.15,1.33,2.6,4.18,1271.7,3.55,5.38,55.03
2009-01-31 16:40:00.000 +0200,993.42,-1.51,272.17,-5.37,74.8,5.47,4.09,1.38,2.56,4.12,1271.96,3.48,5.75,54.93
2009-01-31 16:50:00.000 +0200,993.42,-1.57,272.1,-5.52,74.3,5.44,4.04,1.4,2.54,4.07,1272.27,4.21,6.13,43.44
2009-01-31 17:00:00.000 +0200,993.35,-1.63,272.05,-5.7,73.6,5.42,3.99,1.43,2.5,4.02,1272.49,3.97,6.63,47.06
2009-01-31 17:10:00.000 +0200,993.31,-1.63,272.05,-5.75,73.3,5.42,3.97,1.45,2.49,4.0,1272.43,3.03,5.25,55.71
2009-01-31 17:20:00.000 +0200,993.26,-1.66,272.02,-5.71,73.7,5.41,3.98,1.42,2.5,4.01,1272.52,2.76,4.25,57.23
2009-01-31 17:30:00.000 +0200,993.18,-1.73,271.96,-5.78,73.7,5.38,3.96,1.41,2.49,3.99,1272.76,3.56,6.88,49.24
2009-01-31 17:40:00.000 +0200,993.18,-1.76,271.93,-5.79,73.8,5.37,3.96,1.41,2.48,3.99,1272.9,3.78,6.38,53.47
2009-01-31 17:50:00.000 +0200,993.18,-1.8,271.89,-5.7,74.5,5.35,3.99,1.36,2.5,4.01,1273.05,2.86,5.25,50.94
2009-01-31 18:00:00.000 +0200,993.1,-1.83,271.87,-5.61,75.2,5.34,4.02,1.32,2.52,4.04,1273.08,2.28,4.0,49.48
2009-01-31 18:10:00.000 +0200,993.06,-1.85,271.85,-5.49,76.0,5.33,4.05,1.28,2.54,4.08,1273.1,2.59,3.75,39.83
2009-01-31 18:20:00.000 +0200,993.01,-1.9,271.81,-5.39,76.9,5.31,4.09,1.23,2.56,4.11,1273.25,3.31,4.63,35.3
2009-01-31 18:30:00.000 +0200,992.93,-1.94,271.77,-5.28,77.8,5.3,4.12,1.18,2.58,4.15,1273.35,3.46,4.75,29.35
2009-01-31 18:40:00.000 +0200,992.86,-2.03,271.69,-5.18,78.9,5.26,4.15,1.11,2.6,4.18,1273.65,3.63,5.0,33.93
2009-01-31 18:50:00.000 +0200,992.81,-2.07,271.66,-5.16,79.2,5.25,4.16,1.09,2.61,4.19,1273.76,3.81,4.75,29.9
2009-01-31 19:00:00.000 +0200,992.7,-2.09,271.64,-5.08,79.9,5.24,4.18,1.05,2.63,4.21,1273.73,3.6,4.63,32.86
2009-01-31 19:10:00.000 +0200,992.58,-2.1,271.64,-4.93,80.8,5.23,4.23,1.01,2.65,4.26,1273.57,3.07,4.13,32.58
2009-01-31 19:20:00.000 +0200,992.47,-2.1,271.65,-4.74,82.0,5.23,4.29,0.94,2.69,4.32,1273.42,2.88,4.63,32.13
2009-01-31 19:30:00.000 +0200,992.38,-2.19,271.56,-4.67,83.0,5.2,4.31,0.88,2.71,4.35,1273.73,2.48,3.5,32.19
2009-01-31 19:40:00.000 +0200,992.24,-2.22,271.54,-4.7,83.0,5.19,4.3,0.88,2.7,4.34,1273.7,2.61,3.63,31.58
2009-01-31 19:50:00.000 +0200,992.15,-2.29,271.49,-4.56,84.3,5.16,4.35,0.81,2.73,4.39,1273.85,2.64,3.38,35.23
2009-01-31 20:00:00.000 +0200,992.07,-2.35,271.43,-4.45,85.4,5.14,4.39,0.75,2.75,4.42,1274.03,2.44,3.88,31.97
2009-01-31 20:10:00.000 +0200,991.95,-2.43,271.35,-4.27,87.1,5.11,4.45,0.66,2.79,4.48,1274.23,1.6,2.75,42.69
2009-01-31 20:20:00.000 +0200,991.83,-2.49,271.31,-4.15,88.3,5.08,4.49,0.59,2.82,4.53,1274.32,1.13,1.75,33.26
2009-01-31 20:30:00.000 +0200,991.71,-2.49,271.31,-4.02,89.2,5.08,4.53,0.55,2.85,4.57,1274.18,0.67,1.13,33.68
2009-01-31 20:40:00.000 +0200,991.63,-2.36,271.45,-3.8,89.8,5.13,4.61,0.52,2.9,4.65,1273.41,0.64,1.63,59.89
2009-01-31 20:50:00.000 +0200,991.48,-2.36,271.47,-3.97,88.6,5.13,4.55,0.59,2.86,4.59,1273.22,1.28,2.0,29.64
2009-01-31 21:00:00.000 +0200,991.45,-2.49,271.34,-3.97,89.5,5.08,4.55,0.53,2.86,4.59,1273.79,1.3,1.88,20.11
2009-01-31 21:10:00.000 +0200,991.36,-2.56,271.27,-3.86,90.7,5.06,4.59,0.47,2.88,4.63,1274.02,1.22,1.88,25.63
2009-01-31 21:20:00.000 +0200,991.32,-2.54,271.3,-3.77,91.2,5.07,4.62,0.45,2.9,4.66,1273.83,1.54,2.38,15.26
2009-01-31 21:30:00.000 +0200,991.17,-2.52,271.33,-3.72,91.4,5.07,4.64,0.44,2.91,4.68,1273.56,2.36,4.0,15.2
2009-01-31 21:40:00.000 +0200,991.08,-2.49,271.37,-3.65,91.7,5.08,4.66,0.42,2.93,4.7,1273.27,2.95,3.88,22.41
2009-01-31 21:50:00.000 +0200,990.97,-2.43,271.43,-3.6,91.6,5.11,4.68,0.43,2.94,4.72,1272.85,4.06,6.63,28.0
2009-01-31 22:00:00.000 +0200,990.9,-2.43,271.44,-3.66,91.2,5.11,4.66,0.45,2.93,4.7,1272.77,3.75,5.63,22.54
2009-01-31 22:10:00.000 +0200,990.82,-2.51,271.37,-3.8,90.8,5.08,4.61,0.47,2.9,4.65,1273.06,4.68,6.88,24.56
2009-01-31 22:20:00.000 +0200,990.71,-2.56,271.33,-3.87,90.6,5.06,4.58,0.48,2.88,4.63,1273.16,4.27,5.88,28.83
2009-01-31 22:30:00.000 +0200,990.6,-2.59,271.3,-4.01,89.9,5.05,4.54,0.51,2.85,4.58,1273.2,4.94,6.5,27.42
2009-01-31 22:40:00.000 +0200,990.53,-2.63,271.27,-4.15,89.2,5.03,4.49,0.54,2.82,4.53,1273.32,3.97,5.5,29.91
2009-01-31 22:50:00.000 +0200,990.48,-2.68,271.22,-4.27,88.7,5.01,4.45,0.57,2.8,4.49,1273.51,4.0,5.5,23.96
2009-01-31 23:00:00.000 +0200,990.39,-2.73,271.17,-4.37,88.4,4.99,4.41,0.58,2.78,4.46,1273.66,4.65,6.75,28.29
2009-01-31 23:10:00.000 +0200,990.23,-2.76,271.16,-4.51,87.7,4.98,4.37,0.61,2.75,4.41,1273.62,4.45,6.38,29.05
2009-01-31 23:20:00.000 +0200,990.18,-2.77,271.15,-4.56,87.4,4.98,4.35,0.63,2.74,4.39,1273.6,4.23,7.13,33.09
2009-01-31 23:30:00.000 +0200,990.11,-2.84,271.09,-4.67,87.1,4.95,4.31,0.64,2.71,4.36,1273.84,4.07,5.88,32.46
2009-01-31 23:40:00.000 +0200,990.07,-2.9,271.03,-4.76,86.9,4.93,4.28,0.65,2.7,4.33,1274.1,4.08,5.38,31.94
2009-01-31 23:50:00.000 +0200,989.95,-2.93,271.01,-4.93,86.0,4.92,4.23,0.69,2.66,4.27,1274.12,4.02,5.25,23.08
2009-02-01 00:00:00.000 +0200,989.86,-2.97,270.98,-5.04,85.5,4.91,4.19,0.71,2.64,4.24,1274.18,4.57,6.5,32.4
2009-02-01 00:10:00.000 +0200,989.75,-3.01,270.95,-5.09,85.4,4.89,4.18,0.71,2.63,4.22,1274.23,3.63,4.88,26.73
2009-02-01 00:20:00.000 +0200,989.69,-3.03,270.93,-5.1,85.5,4.88,4.17,0.71,2.63,4.22,1274.27,3.3,4.88,35.24
2009-02-01 00:30:00.000 +0200,989.55,-3.08,270.89,-5.11,85.8,4.86,4.17,0.69,2.63,4.22,1274.33,3.51,5.5,34.31
2009-02-01 00:40:00.000 +0200,989.45,-3.13,270.85,-5.11,86.1,4.84,4.17,0.67,2.63,4.22,1274.45,2.76,5.0,42.1
2009-02-01 00:50:00.000 +0200,989.25,-3.16,270.84,-5.2,85.7,4.84,4.14,0.69,2.61,4.19,1274.33,4.88,6.38,29.61
2009-02-01 01:00:00.000 +0200,989.11,-3.2,270.81,-5.3,85.3,4.82,4.11,0.71,2.59,4.16,1274.35,5.29,6.88,32.19
2009-02-01 01:10:00.000 +0200,989.01,-3.25,270.77,-5.49,84.4,4.8,4.05,0.75,2.55,4.1,1274.49,4.02,6.25,31.52
2009-02-01 01:20:00.000 +0200,988.9,-3.31,270.71,-5.72,83.3,4.78,3.98,0.8,2.51,4.03,1274.69,3.44,5.25,33.6
2009-02-01 01:30:00.000 +0200,988.81,-3.35,270.68,-6.03,81.6,4.77,3.89,0.88,2.45,3.93,1274.8,3.66,4.88,32.24
2009-02-01 01:40:00.000 +0200,988.8,-3.4,270.63,-6.27,80.4,4.75,3.82,0.93,2.41,3.86,1275.03,4.05,4.75,31.57
2009-02-01 01:50:00.000 +0200,988.73,-3.38,270.66,-6.49,78.9,4.76,3.75,1.0,2.36,3.8,1274.88,4.48,6.13,32.09
2009-02-01 02:00:00.000 +0200,988.61,-3.43,270.61,-6.53,79.0,4.74,3.74,0.99,2.36,3.79,1274.98,3.52,5.25,20.31
2009-02-01 02:10:00.000 +0200,988.47,-3.43,270.63,-6.36,80.0,4.74,3.79,0.95,2.39,3.83,1274.78,3.52,4.88,29.34
2009-02-01 02:20:00.000 +0200,988.33,-3.43,270.64,-6.28,80.5,4.74,3.81,0.92,2.4,3.86,1274.59,3.83,5.13,33.98
2009-02-01 02:30:00.000 +0200,988.27,-3.46,270.61,-6.2,81.2,4.73,3.84,0.89,2.42,3.88,1274.63,3.32,4.75,23.89
2009-02-01 02:40:00.000 +0200,988.19,-3.51,270.57,-6.2,81.5,4.71,3.84,0.87,2.42,3.88,1274.77,2.84,4.25,23.99
2009-02-01 02:50:00.000 +0200,988.11,-3.5,270.59,-6.14,81.8,4.71,3.86,0.86,2.43,3.9,1274.6,2.72,3.88,34.7
2009-02-01 03:00:00.000 +0200,987.99,-3.53,270.56,-6.12,82.1,4.7,3.86,0.84,2.43,3.91,1274.6,2.86,3.75,31.01
2009-02-01 03:10:00.000 +0200,987.84,-3.57,270.54,-6.14,82.2,4.69,3.86,0.83,2.43,3.9,1274.57,4.06,5.5,30.24
2009-02-01 03:20:00.000 +0200,987.68,-3.61,270.5,-6.11,82.7,4.67,3.86,0.81,2.44,3.91,1274.58,3.99,5.5,29.28
2009-02-01 03:30:00.000 +0200,987.63,-3.63,270.49,-6.05,83.2,4.67,3.88,0.78,2.45,3.93,1274.6,3.56,5.13,32.62
2009-02-01 03:40:00.000 +0200,987.51,-3.63,270.5,-6.05,83.2,4.67,3.88,0.78,2.45,3.93,1274.44,2.86,4.5,39.97
2009-02-01 03:50:00.000 +0200,987.37,-3.64,270.5,-6.07,83.1,4.66,3.88,0.79,2.45,3.93,1274.3,2.53,4.0,46.57
2009-02-01 04:00:00.000 +0200,987.23,-3.68,270.47,-6.16,82.8,4.65,3.85,0.8,2.43,3.9,1274.32,2.88,4.0,41.99
2009-02-01 04:10:00.000 +0200,987.15,-3.7,270.46,-6.21,82.6,4.64,3.84,0.81,2.42,3.89,1274.31,3.05,5.13,47.55
2009-02-01 04:20:00.000 +0200,987.14,-3.7,270.46,-6.25,82.3,4.64,3.82,0.82,2.41,3.87,1274.29,2.38,4.25,52.18
2009-02-01 04:30:00.000 +0200,987.04,-3.67,270.5,-6.21,82.4,4.65,3.83,0.82,2.42,3.89,1274.04,2.07,3.38,48.07
2009-02-01 04:40:00.000 +0200,987.0,-3.73,270.44,-6.07,83.7,4.63,3.88,0.76,2.45,3.93,1274.25,1.52,2.38,41.66
2009-02-01 04:50:00.000 +0200,986.92,-3.83,270.35,-6.01,84.7,4.6,3.9,0.7,2.46,3.95,1274.6,1.18,2.25,53.0
2009-02-01 05:00:00.000 +0200,986.92,-3.95,270.23,-5.94,85.9,4.56,3.91,0.64,2.47,3.97,1275.16,1.27,2.0,66.81
2009-02-01 05:10:00.000 +0200,986.83,-4.03,270.15,-5.82,87.3,4.53,3.95,0.58,2.5,4.01,1275.42,1.7,2.38,54.24
2009-02-01 05:20:00.000 +0200,986.75,-4.03,270.16,-5.8,87.4,4.53,3.96,0.57,2.5,4.01,1275.32,1.53,2.5,52.0
2009-02-01 05:30:00.000 +0200,986.68,-4.03,270.16,-5.8,87.4,4.53,3.96,0.57,2.5,4.01,1275.23,1.36,2.13,44.34
2009-02-01 05:40:00.000 +0200,986.64,-4.04,270.16,-5.73,87.9,4.53,3.98,0.55,2.51,4.03,1275.18,1.62,2.25,34.7
2009-02-01 05:50:00.000 +0200,986.52,-4.13,270.08,-5.67,88.9,4.5,4.0,0.5,2.52,4.05,1275.45,2.57,3.63,31.49
2009-02-01 06:00:00.000 +0200,986.39,-4.19,270.03,-5.5,90.5,4.48,4.05,0.43,2.56,4.11,1275.54,2.85,3.75,33.81
2009-02-01 06:10:00.000 +0200,986.3,-4.14,270.08,-5.24,92.0,4.49,4.13,0.36,2.61,4.19,1275.16,3.03,4.63,24.89
2009-02-01 06:20:00.000 +0200,986.3,-4.24,269.98,-5.22,92.8,4.46,4.14,0.32,2.61,4.19,1275.64,3.93,5.13,17.97
2009-02-01 06:30:00.000 +0200,986.23,-4.39,269.83,-5.25,93.7,4.41,4.13,0.28,2.61,4.19,1276.27,3.65,5.13,15.61
